Sex	Name	Origin	Meaning	Source
F	Dena	English	Combination of Deana (divine) and Dina (from the valley; avenged).	source1
F	Dena	Hebrew	Avenged.	source1
F	Dena	NativeAmerican	Valley.	source1
F	Denay	Greek	Form of Danae; the mythological mother of Perseus by Zeus.	source1
F	Dendera	Egyptian	From Dendera.	source1
F	Deneen	English	Combination of Deana (divine) and Dina (from the valley; avenged).	source1
F	Dene	English	Combination of Deana (divine) and Dina (from the valley; avenged).	source1
F	Denia	English	Combination of Deana (divine) and Dina (from the valley; avenged).	source1
F	Denica	English	Combination of Deana (divine) and Dina (from the valley; avenged).	source1
F	Denice	French	Feminine of Denis or Denys from the Greek name Dionysus. .	source1
F	Denice	Old Greek	dedicated to Dionysos	source2
F	Deniece	French	Feminine of Denis from the Greek name Dionysus. .	source1
F	Denisa	Old Greek	dedicated to Dionysos	source2
F	Denisa	Spanish	Feminine of Denis from the Greek name Dionysus.	source1
F	Denise	English	Feminine form of Dennis: From the Latin Dionysos or Dionysus, referring to the Greek god of wine.	source1
F	Denise	French	The feminine form of Dennis, from the Latin name Dionysia, or the Greek Dionysus.	source1
F	Denise	Old Greek	dedicated to Dionysos	source2
F	Denisha	French	Feminine of Denis from the Greek name Dionysus. .	source1
F	Denisha	Old Greek	dedicated to Dionysos	source2
F	Denissa	French	Feminine of Denis from the Greek name Dionysus. .	source1
F	Denisse	French	Feminine of Denis from the Greek name Dionysus. .	source1
F	Denisse	Old Greek	dedicated to Dionysos	source2
F	Deniz	Turkish	sea	source2
F	Dennie	French	Diminutive of Denise: The feminine form of Dennis, from the Latin name Dionysia, or the Greek Dionysus.	source1
F	Denni	English	Combination of Deana (divine) and Dina (from the valley; avenged).	source1
F	Dennise	French	Feminine of Denis from the Greek name Dionysus. .	source1
F	Denver	English	Feminine form of Denver: Green valley.	source1
F	Denyse	French	Feminine of Denis from the Greek name Dionysus. .	source1
F	Deoch	Celtic	Mythical princess of Munster.	source1
F	Deodata	Latin	given by God	source2
F	Deolinda	Old High German	Words: people / gentle, friendly / lime, linden, lime-wood shield	source2
F	Deona	English	Variant of Diana: divine.	source1
F	Deondra	English	Variant of Diana: divine.	source1
F	Deonna	English	Variant of Diana: divine.	source1
F	Deonne	English	Variant of Diana: divine.	source1
F	Dera	Welsh	Fiend.	source1
F	Derbe	Biblical	A sting.	source1
F	Dereka	English	Gifted ruler. Modern feminine of Derek.	source1
F	Derforgala	Irish	Servant of Dervor.	source1
F	Derforgal	Irish	Servant of Dervor.	source1
F	Derica	English	Gifted ruler. Modern feminine of Derek.	source1
F	Dericka	English	Gifted ruler. Modern feminine of Derek.	source1
F	Derimacheia	Latin	Amazon.	source1
F	Derinow	Latin	Amazon.	source1
F	Derin	Turkish	deep	source2
F	Derora	Hebrew	Free.	source1
F	Derorice	Hebrew	Free.	source1
F	Derorit	Hebrew	Free.	source1
F	Derrica	English	Gifted ruler. Modern feminine of Derek.	source1
F	Derry	Irish	Oak grove.	source1
F	Derval	Irish	True desire.	source1
F	Dervilia	Irish	True desire.	source1
F	Dervla	Irish	True desire.	source1
F	Dervorgilla	Irish	Servant of Dervor.	source1
F	Derwen	Welsh	From the oak tree.	source1
F	Deryn	Welsh	Bird. From the word 'aderyn'.	source1
F	Desanka	Slavic	 	source2
F	Desarae	French	Variant of Desiree meaning 'The one desired'.	source1
F	Desaree	French	Variant of Desiree meaning 'The one desired'.	source1
F	Desdemona	Greek	Misery. Unlucky. Famous bearer: Desdemona was the heroine of Shakespeare's play Othello'.	source1
F	Desdemona	Old Greek	ill-fated	source2
F	Desdemona	Shakespearean	'The Tragedy of Othello, Moor of Venice' Wife to Othello.	source1
F	Deseree	Latin	the longed-for, the wished-for	source2
F	Desideria	French	The one desired. Desired.	source1
F	Desideria	Latin	the longed-for, the wished-for	source2
F	Desideria	Spanish	Desire.	source1
F	Desirae	French	Variant of Desiree meaning 'The one desired'.	source1
F	Desirae	Latin	the longed-for, the wished-for	source2
F	Desirata	Latin	Desired.	source1
F	Desirat	French	The one desired. Desired.	source1
F	Desiree	French	Desired. The one desired. Famous bearer: Napoleon Bonaparte's mistress.	source1
F	Desiree	Latin	the longed-for, the wished-for	source2
F	Désirée	Latin	the longed-for, the wished-for	source2
F	Desire	English	Variant of French Desiree.	source1
F	Desire	French	The one desired. Desired.	source1
F	Desiré	Latin	the longed-for, the wished-for	source2
F	Desislava	Slavic	Words: fame, glory, Slav	source2
F	Desma	Greek	Oath.	source1
F	Desmona	Greek	Unlucky.	source1
F	Desmona	Old Greek	ill-fated	source2
F	Despina	Old Greek	mistress	source2
F	Despoina	Old Greek	mistress	source2
F	Dessa	Latin	Wandering. From the Greek Odysseus.	source1
F	Destanee	English	Certain fortune; fate. The mythological Greek god of fate.	source1
F	Destanee	French	Certain fortune; fate.  The mythological Greek god of fate.	source1
F	Destany	English	destiny	source2
F	Destina	Spanish	Certain fortune; fate.	source1
F	Destinee	English	Certain fortune; fate. The mythological Greek god of fate.	source1
F	Destinee	English	destiny	source2
F	Destinee	French	Certain fortune; fate.  The mythological Greek god of fate.	source1
F	Destine	English	Certain fortune; fate. The mythological Greek god of fate.	source1
F	Destine	French	Certain fortune; fate.  The mythological Greek god of fate.	source1
F	Destiney	English	destiny	source2
F	Destinie	English	Certain fortune; fate. The mythological Greek god of fate.	source1
F	Destinie	French	Certain fortune; fate.  The mythological Greek god of fate.	source1
F	Destini	English	Certain fortune; fate. The mythological Greek god of fate.	source1
F	Destini	English	destiny	source2
F	Destini	French	Certain fortune; fate.  The mythological Greek god of fate.	source1
F	Destiny	English	Certain fortune; fate. The mythological Greek god of fate.	source1
F	Destiny	English	destiny	source2
F	Destiny	French	Certain fortune; fate.  The mythological Greek god of fate.	source1
F	Desyre	English	Variant of French Desiree.	source1
F	Detria	Greek	Variant of Demetria.	source1
F	Deuel	Biblical	The knowledge of God.	source1
F	Deuteronomy	Biblical	Repetition of the law.	source1
F	Deva	Celtic	Divine one.	source1
F	Deva	Indian	Superior.	source1
F	Devaki	Indian	Black.	source1
F	Devamatar	Indian	Mother of the gods.	source1
F	Devana	English	Divine.	source1
F	Devana	French	Divine.	source1
F	Devan	English	Divine.	source1
F	Devaney	Irish	Dark-haired.	source1
F	Devan	French	Divine.	source1
F	Devanie	Irish	Dark-haired.	source1
F	Devanna	English	Divine.	source1
F	Devanna	French	Divine.	source1
F	Devan	Old Irish	the poet	source2
F	Devany	Irish	Dark-haired.	source1
F	Devayani	Indian	Daughter of Shukra.	source1
F	Devenny	Irish	Dark-haired.	source1
F	Devent	Irish	Bard.	source1
F	Devera	Spanish	Task.	source1
F	Deverra	Latin	Goddess of birthing.	source1
F	Devery	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devi	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devika	Sanskrit	Little goddess. From the mythological Hindu 'Devi'.	source1
F	Devina	Latin	Divine one.	source1
F	Devinee	Irish	Dark-haired.	source1
F	Devin	English	Divine.	source1
F	Devin	French	Divine.	source1
F	Devin	Old Irish	the poet	source2
F	Devi	Sanskrit	Divine. A mythological Hindu title relating to Shiva's wife who is known by different names according to her exercise of power for good or ill.	source1
F	Devnet	Irish	Bard.	source1
F	Devona	Anglo-Saxon	Protector.	source1
F	Devona	Celtic	Divine one.	source1
F	Devona	English	Divine. Also, from Devonshire.	source1
F	Devona	French	Divine.	source1
F	Devon	Celtic	 	source2
F	Devondra	English	Divine.	source1
F	Devondra	French	Divine.	source1
F	Devon	English	The name of a beautiful farming county in England.	source1
F	Devonna	English	Divine. Also, from Devonshire.	source1
F	Devonna	French	Divine.	source1
F	Devonne	English	Divine.	source1
F	Devonne	French	Divine.	source1
F	Devony	Irish	Dark-haired.	source1
F	Devora	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devorah	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devora	Russian	Russian form of Debra. Bee.	source1
F	Devoria	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devota	Latin	Devoted.	source1
F	Devra	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devri	Hebrew	Variant of Deborah: Bee. Deborah was the Biblical prophetess who summoned Barak to battle against an army of invaders. After the battle she wrote a victory song which is part of the Book of Judges.	source1
F	Devyna	English	From Devonshire.	source1
F	Devyn	English	Divine.	source1
F	Devyn	French	Divine.	source1
F	Devynn	English	Divine.	source1
F	Devynn	French	Divine.	source1
F	Devyn	Old Irish	the poet	source2
F	Dewi	Sanskrit	goddess	source2
F	Dextra	Latin	Adroit; skillful.	source1
F	Deyanira	Unknown	 	source2
F	Deysi	English	Day's eye. A flower name.	source1
F	Dezirae	French	Variant of Desiree meaning 'The one desired. '.	source1
F	Deziree	French	Variant of Desiree meaning 'The one desired. '.	source1
F	Dhana	Sanskrit	Wealthy.	source1
F	Dhanna	Sanskrit	Wealthy.	source1
F	Dharani	Indian	Earth.	source1
F	Dhia	Arabic	splendor, glow	source2
F	Dia	Greek	Daughter of Eineus.	source1
F	Diahann	French	Divine.  Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales.	source1
F	Diahna	French	Divine.  Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales.	source1
F	Diamanda	English	Of high value; brilliant. The precious diamond stone.	source1
F	Diamanta	French	Diamond.	source1
F	Diamante	English	Of high value; brilliant. The precious diamond stone.	source1
F	Diamond	English	diamond	source2
F	Diamond	English	Of high value; brilliant. The precious diamond stone.	source1
F	Diamonique	English	Of high value; brilliant. The precious diamond stone.	source1
F	Diamontina	English	Of high value; brilliant. The precious diamond stone.	source1
F	Diana	Biblical	Luminous, perfect	source1
F	Diana	French	From the Greek goddess of the moon.	source1
F	Diana	Latin	Fertile. God, devine. Famous bearers: Diana was the Roman goddess of fertility and childbirth, of hunting, and the moon. The late Lady Diana Spencer, often called 'Lady Di', married British Prince Charles and became Princess Diana of Wales.	source1
F	Diana	Latin	Words: light, daylight, deity	source2
F	Diána	Latin	Words: light, daylight, deity	source2
F	Díana	Latin	Words: light, daylight, deity	source2
F	Diana Paola	Spanish	 	source2
F	Diana	Shakespearean	All's Well That Ends Well.' Daughter to the Widow of Florence.	source1
F	Dianda	English	Blend of Deanne (divine) plus variants of Andrea (masculine) and Sandra (protector of man. ).	source1
F	Diandra	English	Blend of Deanne (divine) plus variants of Andrea (masculine) and Sandra (protector of man. ).	source1
F	Diandra	English	 	source2
F	Diandra	French	Divine.  Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales.	source1
F	Diandre	English	Blend of Deanne (divine) plus variants of Andrea (masculine) and Sandra (protector of man. ).	source1
F	Diane	French	The French form of the Latin Diana. Famous bearer: Diane de Poitiers, mistress of France's King Henri II.Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Greek goddess of the moon.	source1
F	Diane	Latin	Variant of Diana: Fertile. God, devine.	source1
F	Diane	Latin	Words: light, daylight, deity	source2
F	Dian	French	Divine.  Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales.	source1
F	Dian	Latin	Words: light, daylight, deity	source2
F	Dian	Malay	candle	source2
F	Dianna	French	Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales.	source1
F	Diannah	French	Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Also Diana Princess of Wales.	source1
F	Dianna	Latin	Words: light, daylight, deity	source2
F	Díanna	Latin	Words: light, daylight, deity	source2
F	Dianne	French	The French form of the Latin Diana. Famous bearer: Diane de Poitiers, mistress of France's King Henri II.Divine. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Greek goddess of the moon.	source1
F	Dianne	Latin	Words: light, daylight, deity	source2
F	Diantha	English	Modern blend of Diana (divine huntress) and Anthea (flower).	source1
F	Diantha	Greek	Flower.	source1
F	Dianthe	Greek	Flower.	source1
F	Dia	Spanish	Day.	source1
F	Dibi	Muslim	Brocade. Gold tissue..	source1
F	Diblath	Biblical	Paste of dry figs.	source1
F	Dibon	Biblical	Abundance of knowledge.	source1
F	Dibon-gad	Biblical	Great understanding, abundance of sons.	source1
F	Dibzahab	Biblical	Where much gold is.	source1
F	Dice	Greek	Justice.	source1
F	Dicra	Welsh	Slow.	source1
F	Dido	Greek	Queen of Carthage who killed herself.	source1
F	Dido	Latin	Queen of Carthage.	source1
F	Didrika	German	Folk rule.	source1
F	Didymus	Biblical	A twin, double.	source1
F	Diedre	Irish	Melancholy. A variant of the older name Deirdre. In Celtic legend Deirdre died of a broken heart.	source1
F	Diega	Spanish	Feminine form of Diego: supplanter.	source1
F	Diella	Latin	Worships God.	source1
F	Dielle	Latin	Worships God.	source1
F	Diellza	Albanian	Words: sun	source2
F	Diemut	Old High German	Words: people / mind, spirit	source2
F	Diera	Anglo-Saxon	From Diera.	source1
F	Dierdre	Irish	Sorrowful.	source1
F	Dierdre	Welsh	Dark.	source1
F	Diethild	Old High German	Words: people / fight	source2
F	Dietlinde	Old High German	Words: people / gentle, friendly / lime, linden, lime-wood shield	source2
F	Dietlind	Old High German	Words: people / gentle, friendly / lime, linden, lime-wood shield	source2
F	Dietmut	Old High German	Words: people / mind, spirit	source2
F	Dieuwke	Frisian	Words: people	source2
F	Di	French	Diminutive of Diane: The French form of the Latin Diana. Mythological ancient Roman divinity Diana was noted for beauty and swiftness; often depicted as a huntress. Greek goddess of the moon.	source1
F	Difyr	Welsh	Amusing.	source1
F	Digna	Latin	Words: worthy	source2
F	Digna	Latin	Worthy.	source1
F	Digna	Spanish	Worthy.	source1
F	Digne	Latin	Worthy.	source1
F	Dijana	Latin	Words: light, daylight, deity	source2
F	Dike	Greek	Justice.	source1
F	Dilana	Unknown	 	source2
